video_id,incongruence_score
lepHJI4ze-w,0.3155391216278076
ezwXAlJ5pAY,0.3831311464309692
i6_OomloWUg,0.390801191329956
VvuuR7HifUY,0.2391420006752014
uwIjrEbywnk,0.2838443517684936
RLkdkdQI-ZU,0.4396989345550537
7g9xcCMdwns,0.3721473813056946
rSXyLqvlUA0,0.2772723436355591
yjex6KjvJ4M,0.312150776386261
XGPex66EyTU,0.2488797903060913
Ls5yMv96vXo,0.3477822542190552
6E7nxP3iD4c,0.3393727540969848
IGS04NYSG0c,0.2650433182716369
fAbrKxrq9pw,0.2770241498947143
dqYOg04QwfI,0.2872738242149353
SToocHIhCN4,0.2857521772384643
t5mjLoStmFU,0.3095070719718933
kKj0yzRyOpg,0.2719414234161377
aVkG59wJKec,0.4153754115104675
mHddP1CDTQ0,0.4297544956207275
iV1kP5ERQvE,0.3813766837120056
h2pe4zpWXT4,0.2716888189315796
Y4id5tlTYsY,0.2561310529708862
Lra2N5CsyDA,0.2888122200965881
7Tuhg0tyzT4,0.2431764006614685
-V1Z5tJzktY,0.2415623664855957
eVvjsXjeiB4,0.2444187402725219
4KjapCzpWQg,0.2552093267440796
Q19ddpjmbwY,0.3288435935974121
81v7fgp3Two,0.2509373426437378
rah4QI41Lgg,0.2680346965789795
efXOrthfd2U,0.2407376766204834
kNZpnFo20Sk,0.2675747871398926
MVjD3CVlRDs,0.4834595322608948
SH8SDdxstco,0.327357530593872
HXDLxqSh52M,0.2667580842971802
uKpEcfPjy1I,0.4276881814002991
-zAUGYmJaEI,0.4473199844360351
swadfg2DtYo,0.2481235265731811
n32O01tUyvo,0.2723206281661987
qUL0EyCRAgM,0.3341877460479736
dik8ItxhfgE,0.4108373522758484
KWGE8_7Cj7Q,0.3775821924209595
OX5d5IaoDn4,0.3453316688537597
buvIEPekwoc,0.2706677913665771
WFIKtJ3nXyQ,0.3934534788131714
EWzj9rErGQI,0.336664080619812
jPvt-ap8Jbc,0.257300317287445
WA0BqYkg21w,0.350472629070282
DtYACSW-QHA,0.4057732820510864
mpedtsJBHgw,0.2238081097602844
FmRdmBKmJd4,0.2829843759536743
jUpknoy-DKc,0.3321714401245117
6ujHuYFkaHY,0.406031847000122
EMOz-wmMG-4,0.3305866718292236
MnGCjmcUp6c,0.3685340285301208
75QGZqOZxfg,0.2908105850219726
EO4FPY0TtXw,0.2498033046722412
fsWXfXrLG6w,0.3266761302947998
fDANmSPL4Js,0.2358663082122802
2Juw9LKRMNo,0.2377845048904419
r1ExfbrDaXk,0.2188519239425659
_z8RDEOeSl4,0.2674338221549988
-z45Vd9slWw,0.2868410944938659
gMwFf1euJ0E,0.2436262369155883
6IL555Cfvug,0.2230234146118164
x4fF7lMFdiQ,0.3021259307861328
X-88Rn8JRHs,0.3826427459716797
eiKNcRAyAEE,0.1934503316879272
DJxP_R_6d4E,0.4209279417991638
UYFXDUGsZmk,0.376129150390625
lWE0fXAVFXM,0.4423806667327881
ssu3MJkD5tk,0.4376005530357361
2_nA-sz7pyk,0.3550404906272888
HMbDPgINfto,0.4390894174575805
tJyXy7qQvGw,0.3880782127380371
bIiG-Y-BCNU,0.4364744424819946
oBtOZlaBNEc,0.2835114598274231
3Xl9OVjFK6c,0.406692624092102
Al3WyMnwTpE,0.5260213911533356
pwZhv4YYFg0,0.5003575682640076
xSQ8cZE27-Y,0.2257212400436401
H9OiyUQiJpw,0.2441574335098266
ZdzvGvPurRo,0.2704246044158935
GphDte8cJJ0,0.4344688653945923
I2hCNwZ7Jbw,0.287927508354187
bBj8H3EnTAM,0.3156396150588989
RvJP7JbMW9I,0.2380080223083496
31pKxRdgAgQ,0.2229832410812378
okqEpX07e3g,0.3096204400062561
hc42BgAB9Jg,0.2829603552818298
bJ5PTkdH-20,0.2515779733657837
4CF3uZV0RJU,0.2606317400932312
zghRo5NMvZE,0.2754113674163818
gt_jiSsQQno,0.2649334669113159
Pv0iVoSZzN8,0.3232625722885132
2_nCluvm-9A,0.2404640913009643
h8poH5sn1eQ,0.193619430065155
y4zpJOW8OSI,0.4161556959152221
0k1SPmGrFoU,0.3867648839950561
QJppvse1ZVU,0.2049752473831176
lp_26Ec4I1I,0.2425918579101562
6bj6DHKGtTE,0.2705435156822204
eC0dUSDgUgk,0.2273303866386413
Bf6iV3Wtl4I,0.2558090686798095
l4QAMRJPBI0,0.2175805568695068
7JZCmVjBAEg,0.3084496855735779
hQdgdvC4_2s,0.31862872838974
EtSLD5jtZKA,0.2635051608085632
HiUjyvW5gX4,0.3012646436691284
qL3dj-KRAys,0.235848069190979
sDpdv-SRlaE,0.294275164604187
23svmUzGXI4,0.2292037606239318
NniHBZVshyY,0.2633349895477295
Q5-SbEYDO34,0.2585965394973755
iNsWjYpXOzw,0.2274246215820312
XNiVcuJoBgQ,0.303567886352539
RXsnOeKRMWA,0.2773289680480957
T5CiiQaWUag,0.2752226591110229
MVy5RKojkeg,0.2893530130386352
O9uthfOIejE,0.1971429586410522
odMRrTkobOQ,0.2910428047180176
aRUinTY9odw,0.275088906288147
MLziFdIHp2U,0.2582462430000305
dTnzxIJMWu4,0.2687127590179443
ysAcIS4eiZo,0.3287111520767212
clLom3M4hnQ,0.2903630137443542
V8aSo2sQ13E,0.3728220462799072
3awRSNFHV1s,0.2602958679199219
8vXabW4z3yY,0.2515432834625244
JCAzRtrM4dE,0.3450708985328674
4988AkcIooE,0.311431348323822
i96Tc2HjSXU,0.2855377793312073
ErXhQGf4ijU,0.2556267380714416
J-x4ia69YEQ,0.279983639717102
L_q-2Ov2Gnw,0.2698652744293213
Tw8fBZt66P0,0.3080865740776062
YaY5V9TCO0A,0.2843724489212036
ut-1yFa6WYo,0.3014755249023437
Fonk0QN6JSw,0.26764577627182
hivKxdUky0I,0.2482884526252746
2jb1CBqFE1A,0.3175307512283325
PxY5bAB9-gk,0.3000399470329284
qQ6YsKRX6cE,0.2558102011680603
L85TZYbbqJE,0.2955501079559326
MY46FJ-6OIU,0.2786532044410705
VAU3omfnemA,0.2457546591758728
K-vFXJfCes8,0.2201074361801147
gS8vaaq99sU,0.2696098089218139
uBg_ssHE05M,0.2531614303588867
Va82x6Rl0UE,0.2481683492660522
5iGwuh0MoRc,0.2748168706893921
7imL79i3xGg,0.2407546043395996
xlPQvVJf6tM,0.2562016248703003
I9FmEwJocRw,0.2603961229324341
ucYapk8sf-o,0.2352815866470337
dsx_-cG4QAo,0.2625739574432373
Evy4iMkIBek,0.2505450248718261
7tiWinlNTvU,0.2523696422576904
JajSdaNFfic,0.2342984676361084
qMpUX0q64J4,0.2236534357070922
Lt_AZDkzbxc,0.2789455652236938
cEW9FN8ku3k,0.2630027532577514
HQigNm2tPNU,0.306451141834259
4N_ZVPVLlc0,0.3002083301544189
o7qPt6O_CXM,0.2341684699058532
yhEovTipDDI,0.2745202779769897
AHUA01NAlVQ,0.2654938697814941
nhFkzrA05-w,0.2524281740188598
CLuxJFKTn28,0.3169639110565185
d2vPntIrut8,0.2788896560668945
0MsORGZfeK0,0.308346688747406
lQ9PhJWeBGs,0.2553369998931885
oVQ3YyvtNOA,0.3325704932212829
_mvPu1URo0A,0.2659061551094055
OTO52ioghfA,0.417197585105896
lrh_p4Xfbpk,0.3183882236480713
ZmcaOfjLauI,0.3098452091217041
pTKWuGTkISc,0.2837873697280884
7PCgHh4tCow,0.3130973577499389
BVR97GfGVCc,0.21608567237854
AVgcrgEgG5U,0.3120333552360534
3ujQVQxpYKA,0.2736514806747436
eYASKzbw-9A,0.3238135576248169
xH00dGYaxZk,0.2385374307632446
ZY6MjMNdCTw,0.2436088323593139
SMWvTzie_DA,0.2893648147583008
BRu17osgEoo,0.3474708795547485
tYeuSU2m4DQ,0.3605164885520935
2rtHT0jlT2M,0.3320775628089905
ZNIECWN-_gE,0.3432837724685669
PYpkOI2W_kE,0.3759355545043945
PKtNvlRDq6U,0.3734801411628723
X70IFsHWclU,0.3655611872673034
aBg_TatKt5g,0.3998152017593384
0GTiwWHYMlQ,0.4076548814773559
yL7rpPPXTSI,0.3439249992370605
Jeb0d18y08M,0.3391634225845337
By336LXE41g,0.2791990041732788
SYdXwo-Oq0E,0.299748420715332
wvDgf34smJA,0.2818094491958618
ctn_4QKc6g0,0.2833827137947082
QPC2hMWY7BA,0.4196264743804931
omVMxK9wN_I,0.390211284160614
gmlxelUTGfo,0.3470155000686645
o6DDXrPZqi8,0.2927573919296264
5teThcYJ7w4,0.2406352758407592
TMB7TC4kyNk,0.4769919514656067
Wy2z77VxUY0,0.4188183546066284
Bf6I34Mzpio,0.4291957020759582
8KzqSSwQ2cw,0.3820126056671142
pT30yCDx760,0.3530600666999817
TR85vVWguxs,0.3318646550178528
Ba6-6KmB3CQ,0.3104225993156433
FmKpjhi6ZYQ,0.2687923908233642
RgOA37xgYcc,0.268145740032196
JMAnkCd3PAY,0.3004730939865112
WLuRkeo_9vM,0.2980170845985412
DCDfvNPbAeg,0.2519453763961792
yZirLwxPK-I,0.3039034008979797
bbla8uN33R0,0.269656240940094
iKz0atbJ86o,0.3217713236808777
Vvbh6vlkIa0,0.2117096781730651
UwQtaXpeqS8,0.3323919773101806
olN3WXK9iaA,0.3043700456619262
sT9n7awOQPw,0.2719291448593139
j8kpcFHY_VU,0.2940613031387329
EraHxd4612o,0.6202484965324402
SETOIlJhIWk,0.479904294013977
7JRQ4l7eXVw,0.2233272194862365
F26ZYA4_CwU,0.4749141931533813
VtiviDjIOVM,0.5918399691581726
pf9agV_I0m4,0.6498540043830872
O_DWucZwtfA,0.5113430321216583
iHKLCzLYt-Q,0.2551426887512207
ItoSYiCOzFg,0.3993476033210754
gGwd5mBTruU,0.2910698056221008
VquZwveRmrY,0.2957342267036438
JXV8EzW0pwU,0.2740985155105591
7H86fq4ZEPw,0.2842187881469726
w6JNfm1ALw4,0.2779203653335571
sSuLkeK0Cv0,0.2691000699996948
PviCek989QE,0.3164342641830444
to2wIB4KJTs,0.2777397632598877
io-lw-yDKzY,0.3511767387390136
k9VKLB_if0Q,0.2994822263717651
6lzd_lA5Pp8,0.3481112718582153
